image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_03992.jpg,0.101420,0.399399,0.020689,0.010736,0.396268,0.015319,0.031816,0.024352
img_04073.jpg,0.090462,0.291937,0.048904,0.048953,0.011717,0.119569,0.017867,0.370592
img_03310.jpg,0.958198,0.003130,0.000987,0.002017,0.002100,0.032826,0.000359,0.000385
img_00289.jpg,0.290451,0.001030,0.001658,0.001616,0.687545,0.016335,0.001146,0.000219
img_06902.jpg,0.510716,0.035015,0.013300,0.015696,0.370004,0.025466,0.012361,0.017442
img_01773.jpg,0.028566,0.007112,0.008528,0.002167,0.000261,0.004317,0.138400,0.810648
img_05454.jpg,0.001295,0.001707,0.002505,0.002048,0.952472,0.029945,0.002248,0.007782
img_04310.jpg,0.776945,0.016688,0.110855,0.009799,0.021857,0.053513,0.003996,0.006347
img_01593.jpg,0.196643,0.088594,0.016647,0.024714,0.004810,0.207368,0.043055,0.418170
img_00551.jpg,0.982895,0.001245,0.002968,0.002001,0.004136,0.002005,0.000631,0.004119
img_05908.jpg,0.003890,0.001632,0.002383,0.001655,0.985020,0.003690,0.000753,0.000978
img_06210.jpg,0.552872,0.010265,0.002249,0.011865,0.003133,0.027906,0.004899,0.386811
img_05790.jpg,0.717185,0.010476,0.058275,0.010664,0.050840,0.133131,0.006953,0.012477
img_03711.jpg,0.898583,0.007998,0.029214,0.015264,0.012008,0.018143,0.011145,0.007644
img_03210.jpg,0.000036,0.010352,0.009289,0.000828,0.000506,0.000624,0.002321,0.976045
img_04657.jpg,0.214372,0.062876,0.202340,0.067950,0.042116,0.232468,0.090383,0.087493
img_07023.jpg,0.991152,0.000439,0.000426,0.001937,0.002403,0.000476,0.000670,0.002495
img_02074.jpg,0.956744,0.003428,0.014661,0.009349,0.006748,0.005729,0.001557,0.001786
img_03312.jpg,0.976278,0.005396,0.000531,0.001503,0.000153,0.006292,0.001413,0.008434
img_06936.jpg,0.989615,0.001645,0.000545,0.001213,0.002133,0.000744,0.001474,0.002632
img_07065.jpg,0.159249,0.192367,0.044808,0.042012,0.009113,0.064247,0.011663,0.476541
img_05185.jpg,0.750169,0.007309,0.002100,0.003449,0.001200,0.000347,0.001963,0.233463
img_07231.jpg,0.877779,0.019356,0.001520,0.012360,0.001467,0.002269,0.004484,0.080764
img_04830.jpg,0.990202,0.000038,0.000453,0.000589,0.006969,0.000275,0.001296,0.000178
img_01224.jpg,0.065768,0.057527,0.374943,0.014391,0.003745,0.022930,0.007425,0.453271
img_06455.jpg,0.173083,0.469891,0.074257,0.036399,0.001209,0.055866,0.112044,0.077252
img_06268.jpg,0.001565,0.005283,0.310989,0.001874,0.000869,0.007756,0.001559,0.670105
img_05623.jpg,0.415803,0.059436,0.011188,0.012347,0.130850,0.322444,0.018866,0.029066
img_01134.jpg,0.919203,0.002249,0.009542,0.004402,0.002702,0.013425,0.001674,0.046803
img_01824.jpg,0.852032,0.005834,0.001448,0.006587,0.002783,0.101436,0.027208,0.002673
img_06324.jpg,0.079794,0.035934,0.026719,0.040210,0.034755,0.214581,0.078435,0.489573
img_06608.jpg,0.955254,0.005558,0.009319,0.008099,0.004834,0.010506,0.003490,0.002939
img_02096.jpg,0.988913,0.000451,0.001132,0.001841,0.002995,0.000274,0.002428,0.001967
img_02871.jpg,0.079427,0.028128,0.017221,0.030779,0.004582,0.177857,0.154004,0.508002
img_06807.jpg,0.311010,0.001253,0.001301,0.005557,0.626034,0.004556,0.049836,0.000452
img_06939.jpg,0.342699,0.050936,0.023543,0.035262,0.005489,0.053598,0.326521,0.161953
img_05525.jpg,0.765692,0.087055,0.022074,0.014493,0.038395,0.037146,0.017628,0.017516
img_03440.jpg,0.002566,0.093365,0.270423,0.005315,0.003094,0.001381,0.001942,0.621914
img_07663.jpg,0.226748,0.326353,0.004730,0.003480,0.000176,0.013818,0.003796,0.420899
img_02299.jpg,0.279717,0.561855,0.037068,0.031954,0.001639,0.029929,0.046439,0.011399
img_01366.jpg,0.133353,0.007929,0.038437,0.092027,0.016897,0.682052,0.006868,0.022437
img_06237.jpg,0.883523,0.008889,0.015813,0.009476,0.051223,0.014335,0.006039,0.010703
img_03297.jpg,0.798818,0.003857,0.035802,0.018040,0.065061,0.068559,0.004854,0.005008
img_05253.jpg,0.000015,0.011036,0.017489,0.001253,0.000068,0.000525,0.001043,0.968571
img_03260.jpg,0.978094,0.000419,0.002899,0.001514,0.000814,0.012505,0.000416,0.003340
img_07469.jpg,0.000631,0.019642,0.438751,0.022153,0.002826,0.015221,0.006108,0.494668
img_04975.jpg,0.554547,0.009704,0.019740,0.020723,0.107797,0.186048,0.069774,0.031667
img_01632.jpg,0.891604,0.002963,0.004378,0.001499,0.017676,0.012794,0.003721,0.065365
img_06893.jpg,0.678048,0.016999,0.008015,0.016545,0.081591,0.096666,0.072194,0.029943
img_05021.jpg,0.030345,0.017172,0.001388,0.005648,0.916226,0.002245,0.026350,0.000627
img_05940.jpg,0.984244,0.000198,0.000237,0.000719,0.013117,0.000755,0.000339,0.000391
img_05755.jpg,0.974309,0.001126,0.000791,0.004053,0.000506,0.009698,0.001233,0.008285
img_05074.jpg,0.449054,0.003063,0.007265,0.002795,0.510705,0.003590,0.021527,0.002001
img_01803.jpg,0.000682,0.229496,0.233602,0.006862,0.002915,0.005694,0.006329,0.514421
img_06549.jpg,0.787284,0.044266,0.013436,0.030718,0.013952,0.076341,0.011880,0.022122
img_06076.jpg,0.404204,0.259920,0.015637,0.005308,0.272108,0.015600,0.016639,0.010584
img_02556.jpg,0.739669,0.003433,0.001181,0.002793,0.000239,0.002061,0.001520,0.249105
img_00650.jpg,0.910234,0.004235,0.010310,0.005679,0.003690,0.026945,0.019187,0.019719
img_05740.jpg,0.417432,0.031366,0.206503,0.032944,0.017318,0.021560,0.011127,0.261750
img_03929.jpg,0.338380,0.103332,0.028011,0.024560,0.005805,0.088449,0.005976,0.405488
img_03439.jpg,0.917188,0.001940,0.006993,0.003725,0.001460,0.016511,0.001840,0.050343
img_00828.jpg,0.000068,0.004178,0.003302,0.004982,0.954676,0.021014,0.008546,0.003234
img_01505.jpg,0.000005,0.000386,0.001435,0.004700,0.990397,0.001464,0.001575,0.000039
img_04671.jpg,0.893942,0.004269,0.001294,0.001357,0.000188,0.001634,0.002314,0.095002
img_06611.jpg,0.000147,0.047771,0.055323,0.002991,0.000678,0.001069,0.002648,0.889373
img_04069.jpg,0.340949,0.005004,0.025472,0.073948,0.082194,0.466882,0.004327,0.001225
img_00833.jpg,0.221662,0.027359,0.012367,0.010029,0.004470,0.179397,0.136454,0.408261
img_05922.jpg,0.687924,0.015185,0.009906,0.037147,0.007786,0.189278,0.007224,0.045550
img_03584.jpg,0.000011,0.021146,0.116858,0.001551,0.013790,0.001756,0.000860,0.844029
img_06734.jpg,0.746961,0.012277,0.014151,0.007826,0.000103,0.001272,0.002965,0.214446
img_02808.jpg,0.964795,0.003066,0.005886,0.008877,0.003639,0.005998,0.001730,0.006008
img_03444.jpg,0.644415,0.071682,0.011730,0.003440,0.001014,0.000689,0.026472,0.240558
img_00950.jpg,0.239916,0.004977,0.072819,0.006865,0.541094,0.104310,0.007934,0.022084
img_07146.jpg,0.318340,0.008730,0.013175,0.004828,0.586317,0.010179,0.037385,0.021046
img_02487.jpg,0.885712,0.004264,0.003846,0.001419,0.037111,0.000914,0.004778,0.061957
img_04586.jpg,0.880609,0.008664,0.004596,0.012403,0.008681,0.064317,0.009378,0.011352
img_06412.jpg,0.619799,0.005086,0.013139,0.003443,0.001386,0.006784,0.004466,0.345896
img_00902.jpg,0.001916,0.122139,0.015616,0.013011,0.015537,0.002141,0.807791,0.021849
img_05349.jpg,0.041184,0.839332,0.009888,0.007823,0.004510,0.029147,0.004486,0.063629
img_05672.jpg,0.054652,0.141589,0.033149,0.029877,0.045853,0.622393,0.018554,0.053933
img_04432.jpg,0.970503,0.005683,0.001551,0.002688,0.005572,0.001295,0.002380,0.010329
img_04419.jpg,0.013446,0.001217,0.002490,0.001679,0.963573,0.015594,0.001994,0.000007
img_05084.jpg,0.505835,0.019979,0.053846,0.027608,0.003469,0.063644,0.055906,0.269712
img_01918.jpg,0.313358,0.143292,0.310597,0.136354,0.035733,0.017044,0.024320,0.019303
img_06475.jpg,0.452837,0.022502,0.020102,0.016789,0.009272,0.100478,0.115917,0.262104
img_02078.jpg,0.015983,0.030781,0.088957,0.027973,0.108840,0.011901,0.005718,0.709846
img_01538.jpg,0.990003,0.001457,0.000337,0.000941,0.000224,0.003913,0.001493,0.001632
img_07103.jpg,0.943382,0.015551,0.002504,0.006979,0.012435,0.003617,0.006499,0.009034
img_07110.jpg,0.801582,0.006233,0.012927,0.007364,0.083877,0.079508,0.002745,0.005764
img_05754.jpg,0.886057,0.004046,0.005512,0.004147,0.011160,0.058685,0.015616,0.014777
img_00777.jpg,0.944643,0.002427,0.001292,0.003840,0.011337,0.029040,0.007094,0.000327
img_05682.jpg,0.577306,0.025289,0.041565,0.006972,0.012210,0.021776,0.112176,0.202706
img_01782.jpg,0.000000,0.001184,0.000940,0.001539,0.992557,0.000113,0.003598,0.000068
img_06547.jpg,0.907975,0.008209,0.004791,0.002511,0.065169,0.001534,0.008051,0.001760
img_03457.jpg,0.928182,0.004435,0.007300,0.009541,0.010313,0.033523,0.002257,0.004448
img_05967.jpg,0.920361,0.001805,0.001286,0.001802,0.000086,0.002600,0.001585,0.070475
img_05989.jpg,0.667437,0.032195,0.207080,0.008934,0.031161,0.020671,0.007463,0.025060
img_07426.jpg,0.247159,0.020374,0.201447,0.107286,0.034924,0.363947,0.009251,0.015611
img_06955.jpg,0.756297,0.030492,0.044968,0.005109,0.001147,0.002256,0.003880,0.155851
img_06426.jpg,0.365243,0.008787,0.013399,0.004355,0.005091,0.004016,0.009877,0.589231
img_00161.jpg,0.000007,0.000405,0.011978,0.001731,0.000327,0.004082,0.001388,0.980083
img_05095.jpg,0.895634,0.054679,0.008765,0.010280,0.000612,0.019073,0.001669,0.009290
img_00654.jpg,0.527672,0.050989,0.198926,0.013576,0.065089,0.103830,0.006269,0.033649
img_00718.jpg,0.973898,0.001225,0.001227,0.001209,0.000982,0.001729,0.000553,0.019177
img_04624.jpg,0.006226,0.169689,0.020840,0.020034,0.020248,0.720536,0.006095,0.036333
img_06798.jpg,0.591804,0.074426,0.069875,0.056067,0.003217,0.034886,0.036470,0.133254
img_04740.jpg,0.098170,0.153018,0.245044,0.056697,0.012784,0.062047,0.127620,0.244621
img_05322.jpg,0.434898,0.013451,0.005564,0.038229,0.463956,0.005341,0.031552,0.007008
img_03283.jpg,0.058542,0.028155,0.005008,0.008890,0.000041,0.009283,0.013083,0.876996
img_04546.jpg,0.005082,0.049859,0.090018,0.003142,0.000491,0.001618,0.003803,0.845988
img_07678.jpg,0.006235,0.057519,0.320884,0.501020,0.019467,0.051873,0.033500,0.009502
img_04386.jpg,0.076001,0.032552,0.006497,0.047790,0.203740,0.529433,0.035315,0.068672
img_02699.jpg,0.838635,0.003190,0.004817,0.001732,0.018592,0.000909,0.030253,0.101872
img_05548.jpg,0.991729,0.000641,0.001288,0.001378,0.000249,0.003775,0.000204,0.000735
img_04129.jpg,0.835930,0.052287,0.020941,0.011347,0.000075,0.002515,0.003397,0.073509
img_02759.jpg,0.003721,0.015634,0.049416,0.005804,0.001128,0.001157,0.004095,0.919046
img_06346.jpg,0.194957,0.006170,0.003763,0.005654,0.091535,0.655030,0.036400,0.006491
img_06681.jpg,0.149338,0.033762,0.085888,0.627694,0.027103,0.016265,0.017094,0.042856
img_04811.jpg,0.593951,0.022523,0.007927,0.008361,0.013646,0.045916,0.004849,0.302827
img_07192.jpg,0.963825,0.008162,0.002990,0.002853,0.011607,0.003852,0.001619,0.005093
img_05718.jpg,0.008828,0.208443,0.057366,0.039168,0.035395,0.128024,0.028978,0.493799
img_05341.jpg,0.652129,0.003068,0.130812,0.007241,0.062894,0.128456,0.004899,0.010503
img_06564.jpg,0.885554,0.001793,0.000630,0.002099,0.000051,0.003102,0.001660,0.105110
img_03087.jpg,0.135488,0.027780,0.015455,0.012261,0.607422,0.193252,0.007012,0.001331
img_01142.jpg,0.947898,0.000772,0.016000,0.011392,0.003994,0.005414,0.006018,0.008512
img_00865.jpg,0.876788,0.069362,0.003061,0.012314,0.000149,0.012695,0.002539,0.023092
img_02066.jpg,0.599156,0.036243,0.117064,0.022637,0.094446,0.095569,0.017605,0.017280
img_02607.jpg,0.113156,0.012114,0.058278,0.017916,0.729594,0.047097,0.016292,0.005553
img_01537.jpg,0.934976,0.003416,0.004315,0.003872,0.025673,0.016483,0.003635,0.007631
img_07084.jpg,0.001405,0.014515,0.075400,0.004185,0.056782,0.010516,0.005234,0.831962
img_07173.jpg,0.015005,0.001337,0.003905,0.001432,0.000313,0.000875,0.001367,0.975766
img_05615.jpg,0.978245,0.003295,0.001886,0.000829,0.000637,0.000652,0.000456,0.014001
img_02398.jpg,0.052589,0.041687,0.118919,0.110923,0.096725,0.414124,0.133568,0.031465
img_07319.jpg,0.428000,0.018955,0.008466,0.016656,0.008697,0.080130,0.035215,0.403883
img_03078.jpg,0.717225,0.116329,0.029027,0.022324,0.000824,0.006072,0.003365,0.104834
img_07199.jpg,0.250330,0.009780,0.053023,0.097958,0.520814,0.054795,0.010179,0.003120
img_05824.jpg,0.000423,0.000054,0.000343,0.001037,0.997330,0.000459,0.000318,0.000036
img_05731.jpg,0.077946,0.020895,0.005437,0.008407,0.789793,0.002679,0.092314,0.002528
img_00141.jpg,0.000009,0.018148,0.094299,0.007738,0.000174,0.003445,0.006198,0.869989
img_01213.jpg,0.757328,0.012263,0.010854,0.037891,0.004695,0.128633,0.010143,0.038193
img_04282.jpg,0.035762,0.080923,0.067233,0.043552,0.004782,0.075811,0.282532,0.409405
img_05828.jpg,0.965850,0.000217,0.000418,0.001420,0.028550,0.001553,0.001537,0.000456
img_01684.jpg,0.453033,0.130656,0.006659,0.013068,0.000304,0.012763,0.006559,0.376958
img_06103.jpg,0.895367,0.000211,0.001238,0.001000,0.095978,0.000236,0.000669,0.005301
img_03588.jpg,0.066607,0.016733,0.010957,0.014878,0.026014,0.734642,0.074477,0.055691
img_01984.jpg,0.028865,0.126191,0.007993,0.004783,0.000028,0.000453,0.006479,0.825209
img_05434.jpg,0.017253,0.011149,0.131610,0.110709,0.539524,0.159147,0.009564,0.021044
img_00889.jpg,0.001179,0.009951,0.175706,0.008019,0.000723,0.007071,0.004339,0.793014
img_06559.jpg,0.038314,0.000648,0.001785,0.001839,0.945304,0.000844,0.010492,0.000773
img_07583.jpg,0.280948,0.439554,0.069626,0.025987,0.031870,0.089548,0.024003,0.038464
img_02789.jpg,0.017254,0.001646,0.001698,0.005650,0.885656,0.004190,0.083201,0.000706
img_02764.jpg,0.894859,0.000691,0.000416,0.000950,0.101275,0.000998,0.000462,0.000349
img_07068.jpg,0.005630,0.024565,0.009423,0.008541,0.002604,0.038099,0.286814,0.624323
img_00858.jpg,0.877722,0.003607,0.003211,0.002762,0.024032,0.015407,0.013030,0.060228
img_05359.jpg,0.197006,0.014064,0.003750,0.019717,0.002745,0.046053,0.013270,0.703394
img_02842.jpg,0.068112,0.004581,0.005052,0.004131,0.045910,0.823016,0.037746,0.011452
img_00590.jpg,0.020867,0.014503,0.004965,0.005388,0.001191,0.004671,0.011265,0.937150
img_06371.jpg,0.106651,0.257690,0.054954,0.010849,0.001239,0.013153,0.388546,0.166918
img_03333.jpg,0.925493,0.006572,0.001574,0.003326,0.002244,0.039728,0.019188,0.001875
img_01688.jpg,0.103566,0.020935,0.012241,0.009572,0.006822,0.091862,0.194650,0.560352
img_07872.jpg,0.757178,0.039148,0.007758,0.010457,0.150565,0.008672,0.006218,0.020004
img_01171.jpg,0.000030,0.024189,0.031793,0.017249,0.877578,0.034603,0.005977,0.008582
img_03652.jpg,0.869090,0.003925,0.003916,0.003518,0.113178,0.003020,0.001600,0.001753
img_01669.jpg,0.684671,0.007214,0.014543,0.208848,0.047007,0.023145,0.012605,0.001967
img_05055.jpg,0.431823,0.008308,0.007732,0.006691,0.529183,0.006127,0.008447,0.001688
img_00876.jpg,0.000340,0.002889,0.003116,0.007428,0.973402,0.004885,0.007332,0.000608
img_07910.jpg,0.954474,0.006073,0.001185,0.003744,0.022836,0.003958,0.001694,0.006036
img_06966.jpg,0.481143,0.016666,0.076107,0.010442,0.003811,0.073120,0.043787,0.294923
img_02235.jpg,0.216471,0.202763,0.042678,0.057808,0.007018,0.229127,0.011191,0.232944
img_03422.jpg,0.980490,0.001876,0.002402,0.001493,0.000544,0.001174,0.000576,0.011445
img_01399.jpg,0.000243,0.440657,0.160361,0.018558,0.004019,0.007161,0.003298,0.365704
img_02899.jpg,0.948711,0.002904,0.006287,0.019811,0.003003,0.015357,0.000855,0.003073
img_05539.jpg,0.074134,0.003988,0.036346,0.169339,0.026127,0.677875,0.011174,0.001017
img_06975.jpg,0.855132,0.004407,0.002630,0.009051,0.003024,0.010187,0.034294,0.081276
img_01562.jpg,0.008868,0.013842,0.009330,0.001967,0.000726,0.003346,0.120088,0.841832
img_06630.jpg,0.009376,0.009589,0.017370,0.010719,0.000940,0.027859,0.197995,0.726151
img_00432.jpg,0.202822,0.039044,0.188525,0.033738,0.126371,0.147489,0.026147,0.235865
